Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Rodenrijseweg 49,Berkel en Rodenrijs,€ 1.025.000,1.030 m²,339 m²,1936,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,8 kamers (3 slaapkamers),3 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,F,"Aan water, beschutte ligging en in woonwijk",Tuin rondom,1.955
Praagsingel 81,IJsselstein,€ 425.000,68 m²,138 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water en in woonwijk",Patio/atrium en zonneterras,2.045
Cosmea 1,Dordrecht,€ 365.000,279 m²,125 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,"Achtertuin, voortuin en zijtuin",1.105
Albert van Meerveldstraat 54,Zwartebroek,€ 550.000,307 m²,140 m²,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,740
Multatulistraat 87,Den Haag,€ 525.000,122 m²,175 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.410
Marollenoord 8,Philippine,€ 429.000,445 m²,172 m²,1994,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,1.855
van der Capellenstraat 13,Appeltern,€ 500.000,610 m²,149 m²,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg,Tuin rondom,495
Serenadestraat 54,Venray,€ 285.000,260 m²,120 m²,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.565
Anholtpier 6,Zaandam,€ 595.000,166 m²,135 m²,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,1.310
Handjesgras 13,Veenendaal,€ 615.000,348 m²,180 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.630
Tilstraat H 11,Nieuwe Pekela,€ 449.000,1.379 m²,234 m²,1920,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,11 kamers (7 slaapkamers),4 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,Aan drukke weg,Achtertuin en zijtuin,565
Winkelseweg 2,Hedel,€ 700.000,2.695 m²,179 m²,1950,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,Aan rustige weg en beschutte ligging,Tuin rondom,4.435
Laan der Mensenrechten 27,Beverwijk,€ 425.000,148 m²,112 m²,1986,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.265
Bark 9,Nieuw-Amsterdam,€ 795.000,777 m²,324 m²,2005,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,2 woonlagen,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,4.310
Ypesteinerlaan 7,Heiloo,€ 795.000,418 m²,212 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging, in centrum, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.225
Ulftseweg 26,Silvolde,€ 895.000,1.080 m²,365 m²,1998,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,B,"In centrum, landelijk gelegen en vrij uitzicht",Tuin rondom,4.680
Greente 125,Genemuiden,€ 415.000,290 m²,125 m²,1991,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.655
Blaakse Wetering 105,Poortugaal,€ 410.000,143 m²,117 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan bosrand,Achtertuin en voortuin,2.365
Dr Albert Schweitzerstraat 69,Bergambacht,€ 389.000,175 m²,117 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.270
Munnekeburenstraat 32,Tilburg,€ 485.000,285 m²,135 m²,1997,Bestaande bouw,"Bungalow, geschakelde woning",Lessenaardak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan park, aan water, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,6.010
Prins Hendrikstraat 73,Alphen aan den Rijn,€ 1.095.000,426 m²,202 m²,1914,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"3 woonlagen, een zolder en een kelder",F,In centrum en in woonwijk,Achtertuin en zijtuin,1.305
Prins Hendrikstraat 73,Alphen aan den Rijn,€ 1.095.000,426 m²,202 m²,1914,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"3 woonlagen, een zolder en een kelder",F,In centrum en in woonwijk,Achtertuin en zijtuin,1.305
Pastoor Thijssenlaan 29,Sterksel,€ 1.270.000,7.457 m²,356 m²,,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,Landelijk gelegen en vrij uitzicht,Voortuin en zijtuin,950
Nijverheidsweg 17 C,Woudenberg,€ 425.000,203 m²,129 m²,2012,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,,Achtertuin en voortuin,1.560
Oorweg 12,Haaksbergen,€ 575.000,2.750 m²,179 m²,1932,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,G,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,1.245
Busselakker 5,Berkel-Enschot,€ 775.000,430 m²,198 m²,1995,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin rondom en zonneterras",
Zilverschoon 8,Duiven,€ 465.000,330 m²,134 m²,1996,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.405
Rijksweg 147,Gaanderen,€ 325.000,455 m²,87 m²,1940,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,Aan drukke weg en in woonwijk,Achtertuin en voortuin,1.280
Dom Helder Camarastraat 8,Purmerend,€ 400.000,172 m²,99 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,7.205
Emmalaan 16,Kaag,€ 1.395.000,519 m²,208 m²,1960,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,"Aan vaarwater, aan water en vrij uitzicht",Tuin rondom,475
Calslaan 5,Leiden,€ 695.000,183 m²,146 m²,1996,Bestaande bouw,"Herenhuis, geschakelde 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.055
Sikkinkweg 2 -4,Winterswijk Kotten,€ 995.000,27.803 m²,293 m²,1932,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,10 kamers (8 slaapkamers),2 badkamers,3 woonlagen,G,"Aan bosrand, aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",540
Lievensbergstraat 50,Den Haag,€ 525.000,158 m²,160 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.395
Zwartendijk 31,Naaldwijk,€ 1.500.000,2.778 m²,230 m²,1915,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Aan vaarwater,Tuin rondom en zonneterras,1.320
Aria 40,Zaandam,€ 700.000,202 m²,149 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",8.965
Zeemanstraat 28,Assen,€ 315.000,455 m²,113 m²,1962,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,1.300
Prinsengracht 36,Zuid-Scharwoude,€ 375.000,211 m²,124 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.175
Hollandscheveldse Opg 66 A,Hollandscheveld,€ 695.000,1.147 m²,172 m²,2011,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,A,Landelijk gelegen en vrij uitzicht,"Achtertuin, voortuin en zijtuin",3.610
Fluwelensingel 38,Gouda,€ 925.000,296 m²,220 m²,1869,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,Niet verplicht,"Aan water, in centrum en vrij uitzicht",Achtertuin,4.075
Molenweg 37,Herten,€ 349.000,373 m²,80 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",2.140
Hoepmaker 10,Papendrecht,€ 820.000,353 m²,171 m²,2003,Bestaande bouw,"Herenhuis, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en vrij uitzicht,Tuin rondom,3.845
Tijmensenpoort 14,Leusden,€ 435.000,170 m²,121 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,1.175
Peulenlaan 89,Hardinxveld-Giessendam,€ 325.000,135 m²,109 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,D,In centrum en in woonwijk,Achtertuin en voortuin,€ 3.033
Meije 205,Zegveld,€ 1.600.000,10.065 m²,231 m²,1993,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (7 slaapkamers),3 badkamers en 1 apart toilet,6 woonlagen,C,Landelijk gelegen en vrij uitzicht,Tuin rondom,560
Nieuw-Loosdrechtsedijk 152,Loosdrecht,€ 560.000,360 m²,64 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (1 slaapkamer),1 badkamer,1 woonlaag en een zolder,Niet verplicht,"Aan drukke weg, aan park, in bosrijke omgeving en landelijk gelegen",Tuin rondom,6.430
Wolfkampstraat 20,Dalfsen,€ 325.000,276 m²,97 m²,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,540
Kogelflesstraat 2,Baarle-Nassau,€ 489.000,224 m²,139 m²,2016,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,985
Noordeinde 127,Roelofarendsveen,€ 440.000,170 m²,137 m²,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In centrum,Voortuin,3.595
Bleekstraat 2,Deventer,€ 375.000,92 m²,149 m²,1927,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,6 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,D,,Achtertuin,1.585
Nico Steenbeekstraat 8,IJsselstein,€ 625.000,155 m²,189 m²,2003,Bestaande bouw,"Eengezinswoning, hoekwoning (waterwoning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Zonneterras,2.070
Oer de Feart 170,Joure,€ 595.000,511 m²,174 m²,2003,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,A,Aan rustige weg en vrij uitzicht,Achtertuin,975
Engelenburgerlaan 13,Brummen,€ 745.000,715 m²,150 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",E,In woonwijk,Tuin rondom,1.385
Schoren 15,Huissen,€ 395.000,295 m²,111 m²,1984,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.940
Rijnlandstraat 1,Stokkum,€ 550.000,393 m²,157 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,"Aan bosrand, aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,700
Bovenweg 36,Sint Pancras,€ 695.000,608 m²,150 m²,1921,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Achtertuin en voortuin,6.035
Oosterstraat 9,Dalfsen,€ 399.000,310 m²,104 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",1.265
Philips Willem van Oranjestraat 17,Buren (GE),€ 375.000,296 m²,86 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,"Achtertuin, voortuin en zijtuin",775
Singel 222,Vlissingen,€ 325.000,195 m²,150 m²,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,,Achtertuin,765
Paalweg 19,Heino,€ 875.000,1.522 m²,219 m²,1984,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met riet,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, aan water en in centrum",Tuin rondom,1.800
Betuwe Singel 28,Lienden,€ 520.000,417 m²,117 m²,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Tuin rondom,1.170
Sterreboslaan 15,Huizen,€ 2.295.000,2.115 m²,260 m²,1971,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen,D,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,230
van Marlestraat 17,Kilder,€ 275.000,230 m²,92 m²,1959,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,,"Achtertuin, tuin rondom en voortuin",960
Laurens Stommesweg 35,Middelburg,€ 695.000,657 m²,158 m²,1982,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,Aan park en aan rustige weg,Tuin rondom en zonneterras,1.215
Hoogdorperweg 48,Heemskerk,€ 895.000,605 m²,262 m²,1932,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.875
Vroedschap 11,Naarden,€ 847.500,352 m²,150 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",875
Korte Dwarsweg 10,Ouderkerk aan de Amstel,€ 2.175.000,3.575 m²,216 m²,2017,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan water, landelijk gelegen en vrij uitzicht",Tuin rondom,80
Kastanjelaan 4,Nunspeet,€ 398.000,380 m²,78 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,E,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin en zijtuin",9.095
Slochterdijk 10,Froombosch,€ 519.000,1.735 m²,202 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,2 woonlagen,B,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom,740
Breusterstraat 17,Eijsden,€ 650.000,478 m²,329 m²,1928,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak,9 kamers (5 slaapkamers),2 badkamers,3 woonlagen en een kelder,D,In centrum en in woonwijk,Achtertuin en zijtuin,4.310
Westenengerdijk 55,Otterlo,€ 1.450.000,11.120 m²,357 m²,1983,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met riet,8 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,Buiten bebouwde kom en landelijk gelegen,Tuin rondom,655
Kon Julianalaan 18,Amerongen,€ 450.000,338 m²,96 m²,1954,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,,"Achtertuin, voortuin en zijtuin",€ 3.879
Floralaan Oost 102,Eindhoven,€ 575.000,135 m²,138 m²,1939,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer,"3 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.065
Koningshoeven 66 -c,Tilburg,€ 795.000,2.100 m²,173 m²,1913,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,F,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Voortuin en zijtuin,605
de Vang 19,Lieshout,€ 695.000,700 m²,209 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Tuin rondom,3.555
