Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Laan van de Marel 422,Emmen,€ 200.000,141 m²,100 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,7.120
Varsseveldsestraatweg 124 a,Aalten,€ 499.000,2.848 m²,245 m²,1861,Bestaande bouw,"Woonboerderij, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,8 kamers (7 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",640
Klokjeslaan 60,Maarssen,€ 475.000,209 m²,100 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",965
Da Costastraat 51,Oss,€ 315.000,151 m²,131 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.195
Burgemeester van Loonstraat 39,Steenbergen (NB),€ 369.000,300 m²,110 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In centrum en landelijk gelegen,Achtertuin en voortuin,3.940
Molenweg 27,Voorthuizen,€ 497.500,398 m²,131 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,In bosrijke omgeving,"Achtertuin, voortuin en zijtuin",305
Abraham Bloemaertstraat 9,Waalwijk,€ 889.000,515 m²,190 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,B,,Tuin rondom,2.880
Calville 39,Boskoop,€ 425.000,122 m²,136 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.865
Fluwijnberg 31,Roosendaal,€ 650.000,475 m²,199 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin,3.230
Hofstukken 134,Assen,€ 239.000,138 m²,112 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.725
Botter 15,Nijkerk,€ 369.000,152 m²,114 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.765
Solislaan 57,Capelle aan den IJssel,€ 990.000,365 m²,180 m²,2005,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.440
Hondsdraf 12,Eemnes,€ 499.000,254 m²,112 m²,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.645
Wassenaarsestraat 178,Den Haag,€ 600.000,75 m²,97 m²,1907,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan rustige weg en in woonwijk,Patio/atrium,5.580
Belle van Zuylenlaan 45,Amstelveen,€ 675.000,165 m²,118 m²,1967,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.005
Sportlaan 15,Hoogersmilde (Gem. Midden-Drenthe),€ 399.500,599 m²,125 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,835
Brielse Meer 5,Zaandam,€ 425.000,105 m²,139 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,6.190
Krekelmeent 9,Hilversum,€ 600.000,182 m²,133 m²,1976,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.125
Schorpioen 65,Schijndel,€ 415.000,114 m²,125 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,1.985
Rosmolenstraat 13,Leusden,€ 427.500,145 m²,143 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.550
Zwaluwstraat 4,Anna Paulowna,€ 235.000,176 m²,118 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 1.876
Lynnerkamp 16,Zwolle,€ 349.000,177 m²,126 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,3.055
Blekenweg 127,Haren (GR),€ 325.000,300 m²,104 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",805
Van der Valk Boumanlaan 34,Woerden,€ 650.000,270 m²,116 m²,1930,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,"Achtertuin, voortuin en zijtuin",5.905
De Weem 12,Westervoort,€ 415.000,400 m²,129 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.935
Monnetstraat 14,Zevenaar,€ 375.000,240 m²,150 m²,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.905
Den Ilp 58 +loods,Den Ilp,€ 2.000.000,3.267 m²,185 m²,2018,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Landelijk gelegen,Tuin rondom,
Inktzwamsingel 11,Vleuten,€ 680.000,175 m²,149 m²,2011,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,7.475
Hoefijzer 11,Hasselt,€ 475.000,545 m²,129 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan park, aan rustige weg, in woonwijk en open ligging",Tuin rondom,1.505
Sporkehout 6,Geldrop,€ 995.000,1.171 m²,311 m²,1976,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met leisteen,8 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een zolder met vliering,D,Aan bosrand,Tuin rondom,4.270
Het Woltmansland 2,Hasselt,€ 275.000,207 m²,117 m²,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.355
Tulpstraat 5,Arnhem,€ 400.000,126 m²,90 m²,1896,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,Aan rustige weg en in woonwijk,Achtertuin,1.235
Dag Hammarskjöldstraat 11,Hoensbroek,€ 629.000,552 m²,206 m²,2001,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, plaats en voortuin",3.505
Asserstraat 95,Katwijk (ZH),€ 585.000,135 m²,145 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,890
Wierdensestraat 86,Rijssen,€ 449.000,194 m²,206 m²,1912,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,Niet verplicht,Aan drukke weg en in centrum,Achtertuin,2.070
Wethouder H.H. Korteboslaan 55,Rijssen,€ 549.000,440 m²,123 m²,1993,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan park en aan rustige weg,Achtertuin en voortuin,2.895
Zwenkgras 9,Leiden,€ 485.000,123 m²,115 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,2.885
Paardebloemweide 53,Woerden,€ 375.000,125 m²,97 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,5.290
Beatrixlaan 17,Nieuwkoop,€ 359.000,129 m²,92 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.930
Lupinestraat 7,Beuningen (GE),€ 395.000,305 m²,131 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.655
Stremselstraat 39,Purmerend,€ 365.000,174 m²,101 m²,1984,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,2.510
Beethovenstraat 25,Haarlem,€ 700.000,140 m²,138 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,
Dahliastraat 123,Enschede,€ 250.000,163 m²,121 m²,1954,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.875
De Pol 14,Doesburg,€ 274.500,163 m²,102 m²,1984,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",2.950
Purmer 55,Lelystad,€ 250.000,145 m²,78 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.915
W. Warnaarlaan 70 .,Sassenheim,€ 700.000,560 m²,142 m²,1931,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,"Aan bosrand, beschutte ligging en in woonwijk",Tuin rondom,345
Meenscharsweg 2,Hindeloopen,€ 324.500,190 m²,98 m²,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in woonwijk en zeezicht",Achtertuin en voortuin,795
Militaireweg 69,Krommenie,€ 375.000,162 m²,96 m²,1939,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin en voortuin,3.070
Pastoor Hoekx-singel 13,Rosmalen,€ 325.000,92 m²,97 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,2.110
Waalstraat 76,Almere,€ 400.000,113 m²,111 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.390
Newtonstraat 7,Schoonhoven,€ 395.000,260 m²,126 m²,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,,Achtertuin en voortuin,4.040
Domtorenstraat 22,Tilburg,€ 325.000,154 m²,90 m²,1962,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.335
Brittenburg 45,Dordrecht,€ 350.000,159 m²,150 m²,1976,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en zijtuin,1.880
Van den Elsenstraat 25,Diessen,€ 430.000,203 m²,112 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.900
Meidoornlaan 14,Sassenheim,€ 375.000,96 m²,87 m²,1943,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,E,In woonwijk,Achtertuin,1.175
Corrie Vonkplantsoen 39,Spijkenisse,€ 485.000,281 m²,139 m²,1994,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.190
Fonteinkruid 40,Oudkarspel (Gem. Dijk en Waard),€ 675.000,393 m²,140 m²,1999,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",
Klipper 73,Barendrecht,€ 675.000,369 m²,178 m²,1978,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",1.520
Turfsteker 7,Odiliapeel,€ 550.000,260 m²,154 m²,2014,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,,Achtertuin en voortuin,1.430
Hoornwerk 35,Zutphen,€ 565.000,154 m²,182 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,2.450
Bronkhorstermaat 7,Giesbeek,€ 525.000,490 m²,125 m²,1982,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.750
Kethelweg 61,Vlaardingen,€ 445.000,154 m²,110 m²,1929,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.795
Reigerlaan 46,Hoevelaken,€ 369.500,134 m²,111 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.010
Molenhoek 6,Pesse (Gem. Hoogeveen),€ 895.000,8.240 m²,387 m²,1787,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,10 kamers (8 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,85
Klaterbos 110,Hoofddorp,€ 495.000,222 m²,116 m²,1988,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Tentdak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.375
Lattropperstraat 85,Denekamp,€ 935.000,9.020 m²,208 m²,2009,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,A,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",595
Dr. Nassaulaan 20,Assen,€ 1.250.000,1.757 m²,428 m²,1915,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,10 kamers (7 slaapkamers),4 badkamers en 1 apart toilet,"3 woonlagen, een vliering en een kelder",Niet verplicht,"In bosrijke omgeving, in centrum en vrij uitzicht","Achtertuin, voortuin en zonneterras",565
Pastorielaan 28,Veldhoven,€ 750.000,554 m²,230 m²,1960,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,11 kamers (8 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,In woonwijk,Achtertuin en voortuin,5.365
Veeringzoom 36,Koog aan de Zaan,€ 450.000,138 m²,121 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,6.440
Carmelietenstraat-west 56,Boxmeer,€ 275.000,292 m²,80 m²,1914,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,,Achtertuin en voortuin,2.650
Irenestraat 11,Druten,€ 279.000,148 m²,108 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in centrum,Achtertuin,6.855
Boerderijweg 66,Oud-Beijerland,€ 595.000,400 m²,175 m²,1982,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,5.050
Buitenkwartier 30,Zwartsluis,€ 285.000,332 m²,87 m²,1901,Bestaande bouw,"Eengezinswoning, geschakelde woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,In woonwijk,Achtertuin,410
Eerbeekseweg 10,Loenen,€ 685.000,762 m²,137 m²,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",E,In centrum en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.310
Burchtenlaan 7,Den Bosch,€ 400.000,193 m²,125 m²,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.385
Abel Tasmanstraat 7,Terneuzen,€ 239.500,181 m²,125 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.685
Ezelvense Akkers 45,Tilburg,€ 450.000,231 m²,114 m²,2005,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,In woonwijk,Voortuin,7.300
